Company,Job Title,Application Link,Date Applied,Status,Questions Answered
Woven by Toyota,"Senior Machine Learning Engineer, Autolabeling",https://jobs.lever.co/woven-by-toyota/0da237aa-d218-4a5e-9bb1-3e2157c5961a/apply?source=LinkedInhttps://jobs.lever.co/concurrency/b6883eea-f36f-4082-b184-58395b433e0e/apply?source=LinkedIn,2025-02-28 03:43:41,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Not Answered', 'Are you authorized to work in the United States?': 'Not Answered', 'Describe your experience with Python and which libraries you use during your day to day': 'Not Answered', 'Describe your experience with Azure and which features you have worked with professionally': 'Not Answered', 'Describe your experience with OOP best practices': 'Not Answered', 'Please let us know which state you reside in.': 'Not Answered', 'Required sponsorship for employment visa status': 'Not Answered', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice*': 'Not Answered', 'What gender do you identify as?': 'Male', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'No', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'I decline to answer', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered'}"
Woven by Toyota,"Senior Machine Learning Engineer, Autolabeling",https://jobs.lever.co/woven-by-toyota/0da237aa-d218-4a5e-9bb1-3e2157c5961a/apply?source=LinkedInhttps://jobs.lever.co/concurrency/b6883eea-f36f-4082-b184-58395b433e0e/apply?source=LinkedIn,2025-02-28 03:46:51,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Not Answered', 'Are you authorized to work in the United States?': 'Not Answered', 'Describe your experience with Python and which libraries you use during your day to day': 'Not Answered', 'Describe your experience with Azure and which features you have worked with professionally': 'Not Answered', 'Describe your experience with OOP best practices': 'Not Answered', 'Please let us know which state you reside in.': 'Not Answered', 'Required sponsorship for employment visa status': 'Not Answered', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice*': 'Not Answered', 'What gender do you identify as?': 'Male', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'No', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'I decline to answer', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered'}"
Woven by Toyota,"Senior Machine Learning Engineer, Autolabeling",https://jobs.lever.co/woven-by-toyota/0da237aa-d218-4a5e-9bb1-3e2157c5961a/apply?source=LinkedInhttps://jobs.lever.co/concurrency/b6883eea-f36f-4082-b184-58395b433e0e/apply?source=LinkedIn,2025-02-28 03:50:30,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Not Answered', 'Are you authorized to work in the United States?': 'Not Answered', 'Describe your experience with Python and which libraries you use during your day to day': 'Not Answered', 'Describe your experience with Azure and which features you have worked with professionally': 'Not Answered', 'Describe your experience with OOP best practices': 'Not Answered', 'Please let us know which state you reside in.': 'Not Answered', 'Required sponsorship for employment visa status': 'Not Answered', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice*': 'Not Answered', 'What gender do you identify as?': 'Male', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'No', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'I decline to answer', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered'}"
Woven by Toyota,"Senior Machine Learning Engineer, Autolabeling",https://jobs.lever.co/woven-by-toyota/0da237aa-d218-4a5e-9bb1-3e2157c5961a/apply?source=LinkedInhttps://jobs.lever.co/concurrency/b6883eea-f36f-4082-b184-58395b433e0e/apply?source=LinkedIn,2025-02-28 03:59:28,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Not Answered', 'Are you authorized to work in the United States?': 'Not Answered', 'Describe your experience with Python and which libraries you use during your day to day': 'Not Answered', 'Describe your experience with Azure and which features you have worked with professionally': 'Not Answered', 'Describe your experience with OOP best practices': 'Not Answered', 'Please let us know which state you reside in.': 'Not Answered', 'Required sponsorship for employment visa status': 'Not Answered', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice*': 'Not Answered', 'What gender do you identify as?': 'Male', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'No', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'I decline to answer', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered'}"
Unknown Company,Founding AI Engineer,https://jobs.lever.co/menlovc/2a6345ea-3b7a-4371-be09-4ce647036233,2025-02-28 04:02:59,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Yes', 'Are you authorized to work in the United States?': 'No', 'Describe your experience with Python and which libraries you use during your day to day': 'Not Answered', 'Describe your experience with Azure and which features you have worked with professionally': 'Not Answered', 'Describe your experience with OOP best practices': 'Not Answered', 'Please let us know which state you reside in.': 'Not Answered', 'Required sponsorship for employment visa status': 'Not Answered', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice*': 'Not Answered', 'What gender do you identify as?': 'Not Answered', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'Not Answered', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered'}"
Woven by Toyota,"Senior Machine Learning Engineer, Autolabeling",https://jobs.lever.co/woven-by-toyota/0da237aa-d218-4a5e-9bb1-3e2157c5961a/apply?source=LinkedIn,2025-02-28 04:05:44,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Not Answered', 'Are you authorized to work in the United States?': 'Not Answered', 'Describe your experience with Python and which libraries you use during your day to day': 'Not Answered', 'Describe your experience with Azure and which features you have worked with professionally': 'Not Answered', 'Describe your experience with OOP best practices': 'Not Answered', 'Please let us know which state you reside in.': 'Not Answered', 'Required sponsorship for employment visa status': 'Not Answered', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice*': 'Not Answered', 'What gender do you identify as?': 'Male', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'No', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'I decline to answer', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered'}"
Concurrency,Senior Machine Learning Engineer,https://jobs.lever.co/concurrency/b6883eea-f36f-4082-b184-58395b433e0e/apply?source=LinkedIn,2025-02-28 04:08:50,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Not Answered', 'Are you authorized to work in the United States?': 'Not Answered', 'Describe your experience with Python and which libraries you use during your day to day': 'I have 6 months of experience with Python. I frequently use libraries like Pandas, NumPy, and Matplotlib for data analysis and visualization.', 'Describe your experience with Azure and which features you have worked with professionally': 'I have 4 years of experience working with Microsoft Azure. I have extensively used Azure Virtual Machines, Azure Storage, Azure SQL Database, and Azure Kubernetes Service (AKS). I have also worked with Azure DevOps for CI/CD pipelines and Azure Monitor for logging and monitoring.', 'Describe your experience with OOP best practices': 'I have extensive experience with Object-Oriented Programming (OOP) best practices. I follow principles such as SOLID (Single Responsibility, Open/Closed, Liskov Substitution, Interface Segregation, and Dependency Inversion) to write clean, maintainable, and scalable code. I also use design patterns like Singleton, Factory, and Observer to solve common problems. Additionally, I ensure proper encapsulation, inheritance, and polymorphism in my code to improve reusability and readability.', 'Please let us know which state you reside in.': 'California ', 'Required sponsorship for employment visa status': 'No', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice*': 'Not Answered', 'What gender do you identify as?': 'Not Answered', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'Not Answered', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered'}"
Gridmatic,AI Research Scientist,https://jobs.lever.co/gridmatic/91df21b7-9d76-47a1-a88e-35801f801d98?source=LinkedIn,2025-02-28 05:07:34,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Not Answered', 'Are you authorized to work in the United States?': 'Not Answered', 'Describe your experience with Python and which libraries you use during your day to day': 'Not Answered', 'Describe your experience with Azure and which features you have worked with professionally': 'Not Answered', 'Describe your experience with OOP best practices': 'Not Answered', 'Please let us know which state you reside in.': 'Not Answered', 'Required sponsorship for employment visa status': 'Not Answered', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice*': 'Not Answered', 'What gender do you identify as?': 'Not Answered', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'Not Answered', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered'}"
Gridmatic,AI Research Scientist,https://jobs.lever.co/gridmatic/91df21b7-9d76-47a1-a88e-35801f801d98?source=LinkedIn,2025-02-28 05:12:04,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Not Answered', 'Are you authorized to work in the United States?': 'Not Answered', 'Describe your experience with Python and which libraries you use during your day to day': 'Not Answered', 'Describe your experience with Azure and which features you have worked with professionally': 'Not Answered', 'Describe your experience with OOP best practices': 'Not Answered', 'Please let us know which state you reside in.': 'Not Answered', 'Required sponsorship for employment visa status': 'Not Answered', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice*': 'Not Answered', 'What gender do you identify as?': 'Not Answered', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'Not Answered', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered', 'This role requires candidates to be in our Cupertino offices 50% of the time. Are you able to meet that requirement?': 'No', 'Are you currently eligible to work in the USA?': 'Yes', 'Will you now, or in the future, require sponsorship (i.e. H-1B visa, etc.) to legally work in the U.S.?': 'Yes'}"
Gridmatic,AI Research Scientist,https://jobs.lever.co/gridmatic/91df21b7-9d76-47a1-a88e-35801f801d98?source=LinkedIn,2025-02-28 05:21:30,Failed,{}
Gridmatic,AI Research Scientist,https://jobs.lever.co/gridmatic/91df21b7-9d76-47a1-a88e-35801f801d98?source=LinkedIn,2025-02-28 05:24:14,Failed,{}
Woven by Toyota,"Senior Machine Learning Engineer, Autolabeling",https://jobs.lever.co/woven-by-toyota/0da237aa-d218-4a5e-9bb1-3e2157c5961a/apply?source=LinkedInhttps://jobs.lever.co/concurrency/b6883eea-f36f-4082-b184-58395b433e0e/apply?source=LinkedIn,2025-02-28 05:25:32,Failed,{}
Gridmatic,AI Research Scientist,https://jobs.lever.co/gridmatic/91df21b7-9d76-47a1-a88e-35801f801d98?source=LinkedIn,2025-02-28 05:27:56,Failed,{}
Gridmatic,AI Research Scientist,https://jobs.lever.co/gridmatic/91df21b7-9d76-47a1-a88e-35801f801d98?source=LinkedIn,2025-02-28 20:54:57,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Not Answered', 'Are you authorized to work in the United States?': 'Not Answered', 'Describe your experience with Python and which libraries you use during your day to day': 'Not Answered', 'Describe your experience with Azure and which features you have worked with professionally': 'Not Answered', 'Describe your experience with OOP best practices': 'Not Answered', 'Please let us know which state you reside in.': 'Not Answered', 'Required sponsorship for employment visa status': 'Not Answered', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice*': 'Not Answered', 'What gender do you identify as?': 'Not Answered', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'Not Answered', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered', 'This role requires candidates to be in our Cupertino offices 50% of the time. Are you able to meet that requirement?✱': 'Not Answered', 'Are you currently eligible to work in the USA?': 'Yes', 'Will you now, or in the future, require sponsorship (i.e. H-1B visa, etc.) to legally work in the U.S.?✱': 'Not Answered'}"
Woven by Toyota,"Senior Machine Learning Engineer, Autolabeling",https://jobs.lever.co/woven-by-toyota/0da237aa-d218-4a5e-9bb1-3e2157c5961a/apply?source=LinkedInhttps://jobs.lever.co/concurrency/b6883eea-f36f-4082-b184-58395b433e0e/apply?source=LinkedIn,2025-02-28 20:58:22,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Not Answered', 'Are you authorized to work in the United States?': 'Not Answered', 'Describe your experience with Python and which libraries you use during your day to day': 'Not Answered', 'Describe your experience with Azure and which features you have worked with professionally': 'Not Answered', 'Describe your experience with OOP best practices': 'Not Answered', 'Please let us know which state you reside in.': 'Not Answered', 'Required sponsorship for employment visa status': 'Not Answered', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice*': 'Not Answered', 'What gender do you identify as?': 'Male', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'No', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'I decline to answer', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered', 'This role requires candidates to be in our Cupertino offices 50% of the time. Are you able to meet that requirement?✱': 'Not Answered', 'Are you currently eligible to work in the USA?': 'Not Answered', 'Will you now, or in the future, require sponsorship (i.e. H-1B visa, etc.) to legally work in the U.S.?✱': 'Not Answered'}"
Unknown Company,Founding AI Engineer,https://jobs.lever.co/menlovc/2a6345ea-3b7a-4371-be09-4ce647036233,2025-02-28 21:03:02,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Yes', 'Are you authorized to work in the United States?': 'No', 'Describe your experience with Python and which libraries you use during your day to day': 'Not Answered', 'Describe your experience with Azure and which features you have worked with professionally': 'Not Answered', 'Describe your experience with OOP best practices': 'Not Answered', 'Please let us know which state you reside in.': 'Not Answered', 'Required sponsorship for employment visa status': 'Not Answered', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice*': 'Not Answered', 'What gender do you identify as?': 'Not Answered', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'Not Answered', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered', 'This role requires candidates to be in our Cupertino offices 50% of the time. Are you able to meet that requirement?✱': 'Not Answered', 'Are you currently eligible to work in the USA?': 'Not Answered', 'Will you now, or in the future, require sponsorship (i.e. H-1B visa, etc.) to legally work in the U.S.?✱': 'Not Answered'}"
Woven by Toyota,"Senior Machine Learning Engineer, Autolabeling",https://jobs.lever.co/woven-by-toyota/0da237aa-d218-4a5e-9bb1-3e2157c5961a/apply?source=LinkedIn,2025-02-28 21:06:18,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Not Answered', 'Are you authorized to work in the United States?': 'Not Answered', 'Describe your experience with Python and which libraries you use during your day to day': 'Not Answered', 'Describe your experience with Azure and which features you have worked with professionally': 'Not Answered', 'Describe your experience with OOP best practices': 'Not Answered', 'Please let us know which state you reside in.': 'Not Answered', 'Required sponsorship for employment visa status': 'Not Answered', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice*': 'Not Answered', 'What gender do you identify as?': 'Male', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'No', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'I decline to answer', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered', 'This role requires candidates to be in our Cupertino offices 50% of the time. Are you able to meet that requirement?✱': 'Not Answered', 'Are you currently eligible to work in the USA?': 'Not Answered', 'Will you now, or in the future, require sponsorship (i.e. H-1B visa, etc.) to legally work in the U.S.?✱': 'Not Answered'}"
Concurrency,Senior Machine Learning Engineer,https://jobs.lever.co/concurrency/b6883eea-f36f-4082-b184-58395b433e0e/apply?source=LinkedIn,2025-02-28 21:09:57,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Not Answered', 'Are you authorized to work in the United States?': 'Not Answered', 'Describe your experience with Python and which libraries you use during your day to day': 'I have 6 months of experience with Python. I frequently use libraries like Pandas, NumPy, and Matplotlib for data analysis and visualization.', 'Describe your experience with Azure and which features you have worked with professionally': 'I have 4 years of experience working with Microsoft Azure. I have extensively used Azure Virtual Machines, Azure Storage, Azure SQL Database, and Azure Kubernetes Service (AKS). I have also worked with Azure DevOps for CI/CD pipelines and Azure Monitor for logging and monitoring.', 'Describe your experience with OOP best practices': 'I have extensive experience with Object-Oriented Programming (OOP) best practices. I follow principles such as SOLID (Single Responsibility, Open/Closed, Liskov Substitution, Interface Segregation, and Dependency Inversion) to write clean, maintainable, and scalable code. I also use design patterns like Singleton, Factory, and Observer to solve common problems. Additionally, I ensure proper encapsulation, inheritance, and polymorphism in my code to improve reusability and readability.', 'Please let us know which state you reside in.': 'California ', 'Required sponsorship for employment visa status': 'No', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice*': 'Not Answered', 'What gender do you identify as?': 'Not Answered', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'Not Answered', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered', 'This role requires candidates to be in our Cupertino offices 50% of the time. Are you able to meet that requirement?✱': 'Not Answered', 'Are you currently eligible to work in the USA?': 'Not Answered', 'Will you now, or in the future, require sponsorship (i.e. H-1B visa, etc.) to legally work in the U.S.?✱': 'Not Answered'}"
Gridmatic,AI Research Scientist,https://jobs.lever.co/gridmatic/91df21b7-9d76-47a1-a88e-35801f801d98?source=LinkedIn,2025-02-28 21:15:06,Failed,{}
Woven by Toyota,"Senior Machine Learning Engineer, Autolabeling",https://jobs.lever.co/woven-by-toyota/0da237aa-d218-4a5e-9bb1-3e2157c5961a/apply?source=LinkedInhttps://jobs.lever.co/concurrency/b6883eea-f36f-4082-b184-58395b433e0e/apply?source=LinkedIn,2025-02-28 21:16:10,Failed,{}
Unknown Company,Founding AI Engineer,https://jobs.lever.co/menlovc/2a6345ea-3b7a-4371-be09-4ce647036233,2025-02-28 21:17:16,Failed,{}
Gridmatic,AI Research Scientist,https://jobs.lever.co/gridmatic/91df21b7-9d76-47a1-a88e-35801f801d98?source=LinkedIn,2025-02-28 22:12:26,Failed,{}
Gridmatic,AI Research Scientist,https://jobs.lever.co/gridmatic/91df21b7-9d76-47a1-a88e-35801f801d98?source=LinkedIn,2025-02-28 23:00:14,Unknown,{}
Gridmatic,AI Research Scientist,https://jobs.lever.co/gridmatic/91df21b7-9d76-47a1-a88e-35801f801d98?source=LinkedIn,2025-02-28 23:15:40,Unknown,{}
Woven by Toyota,"Senior Machine Learning Engineer, Autolabeling",https://jobs.lever.co/woven-by-toyota/0da237aa-d218-4a5e-9bb1-3e2157c5961a/apply?source=LinkedInhttps://jobs.lever.co/concurrency/b6883eea-f36f-4082-b184-58395b433e0e/apply?source=LinkedIn,2025-02-28 23:16:58,Unknown,{}
